Job Title,Job Description,Platform,OnSite/Remote/Hybrid,Country,Salary Min,Salary Max,Candidates,Company,Selected_for_interview,Rejected,Hired,Started,Role_start_date,Candidate_start_date,Started Salary,Currency,Over_budget,Recruiter,Hiring Manager,Language required
Frontend Developer,"As a Frontend Developer, you will be responsible for creating user-facing features for web applications. You will work closely with UX/UI designers to implement modern designs and ensure a smooth user experience. Your main focus will be on writing clean and efficient code using technologies such as HTML, CSS, and JavaScript (React, Angular, or Vue). You should have a solid understanding of cross-browser compatibility, responsive design, and web performance optimization.",Jobs.bg,Hybrid,Bulgaria,2200,5700,61,Ericsson,49,34,15,4,5/20/2024,10/28/2024,2202,BGN,No,Boris Petrov,Andrei Toma,English
Software Developer,"1. Software Developers design and build applications or systems to meet the needs of clients and end-users. You will write clean, efficient, and well-documented code, and may specialize in specific areas such as web, mobile, or desktop applications. You will need strong programming skills in languages like Java, C#, Python, or JavaScript and should be comfortable with agile methodologies and version control systems like Git.",LinkedIn,Onsite,Romania,4500,9500,39,Wipro,31,22,9,2,11/5/2024,12/22/2024,8703,RON,No,Boris Petrov,Andrei Vasiliev,English
Frontend Developer,"As a Frontend Developer, you will be responsible for creating user-facing features for web applications. You will work closely with UX/UI designers to implement modern designs and ensure a smooth user experience. Your main focus will be on writing clean and efficient code using technologies such as HTML, CSS, and JavaScript (React, Angular, or Vue). You should have a solid understanding of cross-browser compatibility, responsive design, and web performance optimization.",Google,Hybrid,Romania,4000,10000,23,VMware,18,13,6,1,6/1/2024,9/25/2024,7395,RON,No,Boris Popescu,Andrei Vasiliev,English
System Engineer,"The System Engineer will design, implement, and maintain complex IT systems and infrastructure. You will work on managing servers, storage, and networks, ensuring all systems are highly available and secure. In this role, you will collaborate with software development teams to optimize system performance and provide support for hardware and software configuration. Strong knowledge of cloud services, virtualization, and automation tools is essential.",ejobs.ro,Remote,Romania,4500,9500,56,Red Hat,45,31,13,3,12/15/2024,12/9/2025,8803,RON,No,Boris Popescu,Boris Dimov,English
Software Developer,"1. Software Developers design and build applications or systems to meet the needs of clients and end-users. You will write clean, efficient, and well-documented code, and may specialize in specific areas such as web, mobile, or desktop applications. You will need strong programming skills in languages like Java, C#, Python, or JavaScript and should be comfortable with agile methodologies and version control systems like Git.",ejobs.ro,Onsite,Bulgaria,2300,4800,45,ServiceNow,36,25,11,3,12/30/2024,5/11/2025,4296,BGN,No,Boris Radu,Boris Georgiev,English
Software Developer,"1. Software Developers design and build applications or systems to meet the needs of clients and end-users. You will write clean, efficient, and well-documented code, and may specialize in specific areas such as web, mobile, or desktop applications. You will need strong programming skills in languages like Java, C#, Python, or JavaScript and should be comfortable with agile methodologies and version control systems like Git.",Google,Remote,Romania,4500,9500,13,LG Electronics,10,7,3,1,5/7/2024,9/9/2024,6814,RON,No,Boris Stoyanov,Boris Georgiev,English
Backend Developer,"The Backend Developer will be responsible for building and maintaining the server-side components of web applications. You will design and implement APIs, handle database interactions, and ensure high performance and scalability. Strong knowledge of backend languages such as Java, Python, Node.js, or Ruby, along with experience in working with databases (SQL or NoSQL), is essential for this role.",bestjobs.eu,Hybrid,Romania,4500,9500,43,Google,34,12,10,3,9/24/2024,12/23/2024,6330,RON,No,Boris Stoyanov,Boris Ivanov,English
Backend Developer,"The Backend Developer will be responsible for building and maintaining the server-side components of web applications. You will design and implement APIs, handle database interactions, and ensure high performance and scalability. Strong knowledge of backend languages such as Java, Python, Node.js, or Ruby, along with experience in working with databases (SQL or NoSQL), is essential for this role.",Jobs.bg,Remote,Bulgaria,2300,7500,80,Microsoft,64,45,19,5,2/14/2024,5/26/2024,2528,BGN,No,Boris Stoyanov,Boris Ivanov,English
System Engineer,"The System Engineer will design, implement, and maintain complex IT systems and infrastructure. You will work on managing servers, storage, and networks, ensuring all systems are highly available and secure. In this role, you will collaborate with software development teams to optimize system performance and provide support for hardware and software configuration. Strong knowledge of cloud services, virtualization, and automation tools is essential.",LinkedIn,Onsite,Bulgaria,2500,6200,20,Apple,16,11,5,1,5/30/2024,10/26/2024,3780,BGN,No,Boris Todorov,Boris Ivanov,English
Full Stack Developer,"A Full Stack Developer is responsible for both the frontend and backend development of web applications. You will work on server-side logic, database management, and user interface design. Expertise in both frontend technologies (HTML, CSS, JavaScript) and backend languages (such as Node.js, Python, or Java) is essential. This role requires an understanding of RESTful APIs, databases, and cloud platforms to deliver scalable and reliable applications.",LinkedIn,Remote,Romania,5000,10000,80,IBM,56,39,17,4,7/13/2024,11/20/2024,9738,RON,No,Boris Toma,Boris Kirov,English
System Engineer,"The System Engineer will design, implement, and maintain complex IT systems and infrastructure. You will work on managing servers, storage, and networks, ensuring all systems are highly available and secure. In this role, you will collaborate with software development teams to optimize system performance and provide support for hardware and software configuration. Strong knowledge of cloud services, virtualization, and automation tools is essential.",Google,Hybrid,Bulgaria,2500,6200,87,Amazon,70,49,21,5,1/19/2024,11/10/2024,3665,BGN,No,Boris Vasiliev,Boris Nistor,English
Software Developer,"1. Software Developers design and build applications or systems to meet the needs of clients and end-users. You will write clean, efficient, and well-documented code, and may specialize in specific areas such as web, mobile, or desktop applications. You will need strong programming skills in languages like Java, C#, Python, or JavaScript and should be comfortable with agile methodologies and version control systems like Git.",LinkedIn,Onsite,Romania,4500,9500,68,Cisco,54,38,16,4,7/14/2024,12/12/2024,7061,RON,No,Boris Vasiliev,Boris Nistor,English
Backend Developer,"The Backend Developer will be responsible for building and maintaining the server-side components of web applications. You will design and implement APIs, handle database interactions, and ensure high performance and scalability. Strong knowledge of backend languages such as Java, Python, Node.js, or Ruby, along with experience in working with databases (SQL or NoSQL), is essential for this role.",bestjobs.eu,Remote,Romania,4500,9500,97,Oracle,78,54,23,6,8/2/2024,10/24/2024,7954,RON,No,Boris Vasiliev,Boris Popescu,English
Backend Developer,"The Backend Developer will be responsible for building and maintaining the server-side components of web applications. You will design and implement APIs, handle database interactions, and ensure high performance and scalability. Strong knowledge of backend languages such as Java, Python, Node.js, or Ruby, along with experience in working with databases (SQL or NoSQL), is essential for this role.",Google,Remote,Romania,4500,9500,4,Intel,3,2,1,0,3/5/2024,6/9/2024,8634,RON,No,Boris Vasiliev,Boris Popescu,English
Frontend Developer,"As a Frontend Developer, you will be responsible for creating user-facing features for web applications. You will work closely with UX/UI designers to implement modern designs and ensure a smooth user experience. Your main focus will be on writing clean and efficient code using technologies such as HTML, CSS, and JavaScript (React, Angular, or Vue). You should have a solid understanding of cross-browser compatibility, responsive design, and web performance optimization.",ejobs.ro,Hybrid,Romania,4000,10000,90,SAP,72,42,22,6,7/21/2024,11/14/2024,6498,RON,No,Dan Borisov,Boris Radu,English
